Dex Number,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Weight,Height,Primary Type,Secondary Type,Abilities,Formats
678,Meowstic-F,74,48,76,83,81,104,8.5,0.6,Psychic,NA,"Keen Eye, Infiltrator, Competitive",National Dex
678,Meowstic-M,74,48,76,83,81,104,8.5,0.6,Psychic,NA,"Keen Eye, Infiltrator, Prankster",National Dex
679,Honedge,45,80,100,35,37,28,2,0.8,Steel,Ghost,No Guard,National Dex
68,Machamp,90,130,80,65,85,55,130,1.6,Fighting,NA,"Guts, No Guard, Steadfast",National Dex
680,Doublade,59,110,150,45,49,35,4.5,0.8,Steel,Ghost,No Guard,National Dex
681,Aegislash,60,50,150,50,150,60,53,1.7,Steel,Ghost,Stance Change,National Dex
682,Spritzee,78,52,60,63,65,23,0.5,0.2,Fairy,NA,"Healer, Aroma Veil",National Dex
683,Aromatisse,101,72,72,99,89,29,15.5,0.8,Fairy,NA,"Healer, Aroma Veil",National Dex
684,Swirlix,62,48,66,59,57,49,3.5,0.4,Fairy,NA,"Sweet Veil, Unburden",National Dex
685,Slurpuff,82,80,86,85,75,72,5,0.8,Fairy,NA,"Sweet Veil, Unburden",National Dex
686,Inkay,53,54,53,37,46,45,3.5,0.4,Dark,Psychic,"Contrary, Suction Cups, Infiltrator",National Dex
687,Malamar,86,92,88,68,75,73,47,1.5,Dark,Psychic,"Contrary, Suction Cups, Infiltrator",National Dex
688,Binacle,42,52,67,39,56,50,31,0.5,Rock,Water,"Tough Claws, Sniper, Pickpocket",National Dex
689,Barbaracle,72,105,115,54,86,68,96,1.3,Rock,Water,"Tough Claws, Sniper, Pickpocket",National Dex
69,Bellsprout,50,75,35,70,30,40,4,0.7,Grass,Poison,"Chlorophyll, Gluttony",LC
690,Skrelp,50,60,60,60,60,30,7.3,0.5,Poison,Water,"Poison Point, Poison Touch, Adaptability",LC
691,Dragalge,65,75,90,97,123,44,81.5,1.8,Poison,Dragon,"Poison Point, Poison Touch, Adaptability",RU
692,Clauncher,50,53,62,58,63,44,8.3,0.5,Water,NA,Mega Launcher,LC
693,Clawitzer,71,73,88,120,89,59,35.3,1.3,Water,NA,Mega Launcher,PU
694,Helioptile,44,38,33,61,43,70,6,0.5,Electric,Normal,"Dry Skin, Sand Veil, Solar Power",National Dex
695,Heliolisk,62,55,52,109,94,109,21,1,Electric,Normal,"Dry Skin, Sand Veil, Solar Power",National Dex
696,Tyrunt,58,89,77,45,45,48,26,0.8,Rock,Dragon,"Strong Jaw, Sturdy",National Dex
697,Tyrantrum,82,121,119,69,59,71,270,2.5,Rock,Dragon,"Strong Jaw, Rock Head",National Dex
698,Amaura,77,59,50,67,63,46,25.2,1.3,Rock,Ice,"Refrigerate, Snow Warning",National Dex
699,Aurorus,123,77,72,99,92,58,225,2.7,Rock,Ice,"Refrigerate, Snow Warning",National Dex
7,Squirtle,44,48,65,50,64,43,9,0.5,Water,NA,"Torrent, Rain Dish",National Dex
70,Weepinbell,65,90,50,85,45,55,6.4,1,Grass,Poison,"Chlorophyll, Gluttony",NFE
700,Sylveon,95,65,65,110,130,60,23.5,1,Fairy,NA,"Cute Charm, Pixilate",RU
701,Hawlucha,78,92,75,74,63,118,21.5,0.8,Fighting,Flying,"Limber, Unburden, Mold Breaker",RUBL
702,Dedenne,67,58,57,81,67,101,2.2,0.2,Electric,Fairy,"Cheek Pouch, Pickup, Plus",Untiered
703,Carbink,50,50,150,50,150,50,5.7,0.3,Rock,Fairy,"Clear Body, Sturdy",PU
704,Goomy,45,50,35,55,75,40,2.8,0.3,Dragon,NA,"Sap Sipper, Hydration, Gooey",LC
705,Sliggoo,68,75,53,83,113,60,17.5,0.8,Dragon,NA,"Sap Sipper, Hydration, Gooey",NFE
705,Sliggoo-Hisui,58,75,83,83,113,40,68.5,0.7,Steel,Dragon,"Sap Sipper, Shell Armor, Gooey",NFE
706,Goodra,90,100,70,110,150,80,150.5,2,Dragon,NA,"Sap Sipper, Hydration, Gooey",NU
706,Goodra-Hisui,80,100,100,110,150,60,334.1,1.7,Steel,Dragon,"Sap Sipper, Shell Armor, Gooey",UU
707,Klefki,57,80,91,80,87,75,3,0.2,Steel,Fairy,"Prankster, Magician",NU
708,Phantump,43,70,48,50,60,38,7,0.4,Ghost,Grass,"Natural Cure, Frisk, Harvest",LC
709,Trevenant,85,110,76,65,82,56,71,1.5,Ghost,Grass,"Natural Cure, Frisk, Harvest",PU
71,Victreebel,80,105,65,100,70,70,15.5,1.7,Grass,Poison,"Chlorophyll, Gluttony",PU
710,Pumpkaboo,49,66,70,44,55,51,5,0.4,Ghost,Grass,"Pickup, Frisk, Insomnia",National Dex
710,Pumpkaboo-Large,54,66,70,44,55,46,7.5,0.5,Ghost,Grass,"Pickup, Frisk",National Dex
710,Pumpkaboo-Small,44,66,70,44,55,56,3.5,0.3,Ghost,Grass,"Pickup, Frisk",National Dex
710,Pumpkaboo-Super,59,66,70,44,55,41,15,0.8,Ghost,Grass,"Pickup, Frisk, Insomnia",National Dex
711,Gourgeist,65,90,122,58,75,84,12.5,0.9,Ghost,Grass,"Pickup, Frisk, Insomnia",National Dex
711,Gourgeist-Large,75,95,122,58,75,69,14,1.1,Ghost,Grass,"Pickup, Frisk",National Dex
711,Gourgeist-Small,55,85,122,58,75,99,9.5,0.7,Ghost,Grass,"Pickup, Frisk",National Dex
711,Gourgeist-Super,85,100,122,58,75,54,39,1.7,Ghost,Grass,"Pickup, Frisk, Insomnia",National Dex
712,Bergmite,55,69,85,32,35,28,99.5,1,Ice,NA,"Own Tempo, Ice Body, Sturdy",LC
713,Avalugg,95,117,184,44,46,28,505,2,Ice,NA,"Own Tempo, Ice Body, Sturdy",NU
713,Avalugg-Hisui,95,127,184,34,36,38,262.4,1.4,Ice,Rock,"Strong Jaw, Ice Body, Sturdy",PU
714,Noibat,40,30,35,45,40,55,8,0.5,Flying,Dragon,"Frisk, Infiltrator, Telepathy",LC
715,Noivern,85,70,80,97,80,123,85,1.5,Flying,Dragon,"Frisk, Infiltrator, Telepathy",RU
716,Xerneas,126,131,95,131,98,99,215,3,Fairy,NA,Fairy Aura,National Dex
717,Yveltal,126,131,95,131,98,99,203,5.8,Dark,Flying,Dark Aura,National Dex
718,Zygarde,108,100,121,81,95,95,305,5,Dragon,Ground,"Aura Break, Power Construct",National Dex
718,Zygarde-10%,54,100,71,61,85,115,33.5,1.2,Dragon,Ground,"Aura Break, Power Construct",National Dex
719,Diancie,50,100,150,100,150,50,8.8,0.7,Rock,Fairy,Clear Body,RU
72,Tentacool,40,40,35,50,100,70,45.5,0.9,Water,Poison,"Clear Body, Liquid Ooze, Rain Dish",National Dex
720,Hoopa,80,110,60,150,130,70,9,0.5,Psychic,Ghost,Magician,NU
720,Hoopa-Unbound,80,160,60,170,130,80,490,6.5,Psychic,Dark,Magician,UU
721,Volcanion,80,110,120,130,90,70,195,1.7,Fire,Water,Water Absorb,UU
722,Rowlet,68,55,55,50,50,42,1.5,0.3,Grass,Flying,"Overgrow, Long Reach",LC
723,Dartrix,78,75,75,70,70,52,16,0.7,Grass,Flying,"Overgrow, Long Reach",NFE
724,Decidueye,78,107,75,100,100,70,36.6,1.6,Grass,Ghost,"Overgrow, Long Reach",NU
724,Decidueye-Hisui,88,112,80,95,95,60,37,1.6,Grass,Fighting,"Overgrow, Scrappy",RU
725,Litten,45,65,40,60,40,70,4.3,0.4,Fire,NA,"Blaze, Intimidate",National Dex
726,Torracat,65,85,50,80,50,90,25,0.7,Fire,NA,"Blaze, Intimidate",National Dex
727,Incineroar,95,115,90,80,90,60,83,1.8,Fire,Dark,"Blaze, Intimidate",National Dex
728,Popplio,50,54,54,66,56,40,7.5,0.4,Water,NA,"Torrent, Liquid Voice",National Dex
729,Brionne,60,69,69,91,81,50,17.5,0.6,Water,NA,"Torrent, Liquid Voice",National Dex
73,Tentacruel,80,70,65,80,120,100,55,1.6,Water,Poison,"Clear Body, Liquid Ooze, Rain Dish",National Dex
730,Primarina,80,74,74,126,116,60,44,1.8,Water,Fairy,"Torrent, Liquid Voice",National Dex
731,Pikipek,35,75,30,30,30,65,1.2,0.3,Normal,Flying,"Keen Eye, Skill Link, Pickup",National Dex
732,Trumbeak,55,85,50,40,50,75,14.8,0.6,Normal,Flying,"Keen Eye, Skill Link, Pickup",National Dex
733,Toucannon,80,120,75,75,75,60,26,1.1,Normal,Flying,"Keen Eye, Skill Link, Sheer Force",National Dex
734,Yungoos,48,70,30,30,30,45,6,0.4,Normal,NA,"Stakeout, Strong Jaw, Adaptability",LC
735,Gumshoos,88,110,60,55,60,45,14.2,0.7,Normal,NA,"Stakeout, Strong Jaw, Adaptability",Untiered
735,Gumshoos-Totem,88,110,60,55,60,45,60,1.4,Normal,NA,Adaptability,National Dex
736,Grubbin,47,62,45,55,45,46,4.4,0.4,Bug,NA,Swarm,LC
737,Charjabug,57,82,95,55,75,36,10.5,0.5,Bug,Electric,Battery,NFE
738,Vikavolt,77,70,90,145,75,43,45,1.5,Bug,Electric,Levitate,NU
738,Vikavolt-Totem,77,70,90,145,75,43,147.5,2.6,Bug,Electric,Levitate,National Dex
739,Crabrawler,47,82,57,42,47,63,7,0.6,Fighting,NA,"Hyper Cutter, Iron Fist, Anger Point",LC
74,Geodude,40,80,100,30,30,20,20,0.4,Rock,Ground,"Rock Head, Sturdy, Sand Veil",LC
74,Geodude-Alola,40,80,100,30,30,20,20.3,0.4,Rock,Electric,"Magnet Pull, Sturdy, Galvanize",LC
740,Crabominable,97,132,77,62,67,43,180,1.7,Fighting,Ice,"Hyper Cutter, Iron Fist, Anger Point",Untiered
741,Oricorio,75,70,70,98,70,93,3.4,0.6,Fire,Flying,Dancer,NUBL
741,Oricorio-Pa'u,75,70,70,98,70,93,3.4,0.6,Psychic,Flying,Dancer,PUBL
741,Oricorio-Pom-Pom,75,70,70,98,70,93,3.4,0.6,Electric,Flying,Dancer,NUBL
741,Oricorio-Sensu,75,70,70,98,70,93,3.4,0.6,Ghost,Flying,Dancer,NUBL
742,Cutiefly,40,45,40,55,40,84,0.2,0.1,Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",NFE
743,Ribombee,60,55,60,95,70,124,0.5,0.2,Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",OU
743,Ribombee-Totem,60,55,60,95,70,124,2,0.4,Bug,Fairy,Sweet Veil,National Dex
744,Rockruff,45,65,40,30,40,60,9.2,0.5,Rock,NA,"Keen Eye, Vital Spirit, Steadfast, Own Tempo",LC
745,Lycanroc,75,115,65,55,65,112,25,0.8,Rock,NA,"Keen Eye, Sand Rush, Steadfast",NU
745,Lycanroc-Dusk,75,117,65,55,65,110,25,0.8,Rock,NA,Tough Claws,RU
745,Lycanroc-Midnight,85,115,75,55,75,82,25,1.1,Rock,NA,"Keen Eye, Vital Spirit, No Guard",Untiered
746,Wishiwashi,45,20,20,25,25,40,0.3,0.2,Water,NA,Schooling,National Dex
747,Mareanie,50,53,62,43,52,45,8,0.4,Poison,Water,"Merciless, Limber, Regenerator",LC
748,Toxapex,50,63,152,53,142,35,14.5,0.7,Poison,Water,"Merciless, Limber, Regenerator",OU
749,Mudbray,70,100,70,45,55,45,110,1,Ground,NA,"Own Tempo, Stamina, Inner Focus",LC
75,Graveler,55,95,115,45,45,35,105,1,Rock,Ground,"Rock Head, Sturdy, Sand Veil",NFE
75,Graveler-Alola,55,95,115,45,45,35,110,1,Rock,Electric,"Magnet Pull, Sturdy, Galvanize",NFE
750,Mudsdale,100,125,100,55,85,35,920,2.5,Ground,NA,"Own Tempo, Stamina, Inner Focus",RU
751,Dewpider,38,40,52,40,72,27,4,0.3,Water,Bug,"Water Bubble, Water Absorb",National Dex
752,Araquanid,68,70,92,50,132,42,82,1.8,Water,Bug,"Water Bubble, Water Absorb",National Dex
752,Araquanid-Totem,68,70,92,50,132,42,217.5,3.1,Water,Bug,Water Bubble,National Dex
753,Fomantis,40,55,35,50,35,35,1.5,0.3,Grass,NA,"Leaf Guard, Contrary",LC
754,Lurantis,70,105,90,80,90,45,18.5,0.9,Grass,NA,"Leaf Guard, Contrary",PU
754,Lurantis-Totem,70,105,90,80,90,45,58,1.5,Grass,NA,Leaf Guard,National Dex
755,Morelull,40,35,55,65,75,15,1.5,0.2,Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",National Dex
756,Shiinotic,60,45,80,90,100,30,11.5,1,Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",National Dex
757,Salandit,48,44,40,71,40,77,4.8,0.6,Poison,Fire,"Corrosion, Oblivious",LC
758,Salazzle,68,64,60,111,60,117,22.2,1.2,Poison,Fire,"Corrosion, Oblivious",NU
758,Salazzle-Totem,68,64,60,111,60,117,81,2.1,Poison,Fire,Corrosion,National Dex
759,Stufful,70,75,50,45,50,50,6.8,0.5,Normal,Fighting,"Fluffy, Klutz, Cute Charm",National Dex
76,Golem,80,120,130,55,65,45,300,1.4,Rock,Ground,"Rock Head, Sturdy, Sand Veil",PU
76,Golem-Alola,80,120,130,55,65,45,316,1.7,Rock,Electric,"Magnet Pull, Sturdy, Galvanize",PU
760,Bewear,120,125,80,55,60,60,135,2.1,Normal,Fighting,"Fluffy, Klutz, Unnerve",National Dex
761,Bounsweet,42,30,38,30,38,32,3.2,0.3,Grass,NA,"Leaf Guard, Oblivious, Sweet Veil",LC
762,Steenee,52,40,48,40,48,62,8.2,0.7,Grass,NA,"Leaf Guard, Oblivious, Sweet Veil",NFE
763,Tsareena,72,120,98,50,98,72,21.4,1.2,Grass,NA,"Leaf Guard, Queenly Majesty, Sweet Veil",RU
764,Comfey,51,52,90,82,110,100,0.3,0.1,Fairy,NA,"Flower Veil, Triage, Natural Cure",National Dex
765,Oranguru,90,60,80,90,110,60,76,1.5,Normal,Psychic,"Inner Focus, Telepathy, Symbiosis",Untiered
766,Passimian,100,120,90,40,60,80,82.8,2,Fighting,NA,"Receiver, Defiant",PU
767,Wimpod,25,35,40,20,30,80,12,0.5,Bug,Water,Wimp Out,National Dex
768,Golisopod,75,125,140,60,90,40,108,2,Bug,Water,Emergency Exit,National Dex
769,Sandygast,55,55,80,70,45,15,70,0.5,Ghost,Ground,"Water Compaction, Sand Veil",LC
77,Ponyta,50,85,55,65,65,90,30,1,Fire,NA,"Run Away, Flash Fire, Flame Body",National Dex
77,Ponyta-Galar,50,85,55,65,65,90,24,0.8,Psychic,NA,"Run Away, Pastel Veil, Anticipation",National Dex
770,Palossand,85,75,110,100,75,35,250,1.3,Ghost,Ground,"Water Compaction, Sand Veil",NU
771,Pyukumuku,55,60,130,30,130,5,1.2,0.3,Water,NA,"Innards Out, Unaware",National Dex
772,Type: Null,95,95,95,95,95,59,120.5,1.9,Normal,NA,Battle Armor,National Dex
773,Silvally,95,95,95,95,95,95,100.5,2.3,Normal,NA,RKS System,National Dex
773,Silvally-Bug,95,95,95,95,95,95,100.5,2.3,Bug,NA,RKS System,National Dex
773,Silvally-Dark,95,95,95,95,95,95,100.5,2.3,Dark,NA,RKS System,National Dex
773,Silvally-Dragon,95,95,95,95,95,95,100.5,2.3,Dragon,NA,RKS System,National Dex
773,Silvally-Electric,95,95,95,95,95,95,100.5,2.3,Electric,NA,RKS System,National Dex
773,Silvally-Fairy,95,95,95,95,95,95,100.5,2.3,Fairy,NA,RKS System,National Dex
773,Silvally-Fighting,95,95,95,95,95,95,100.5,2.3,Fighting,NA,RKS System,National Dex
773,Silvally-Fire,95,95,95,95,95,95,100.5,2.3,Fire,NA,RKS System,National Dex
773,Silvally-Flying,95,95,95,95,95,95,100.5,2.3,Flying,NA,RKS System,National Dex
773,Silvally-Ghost,95,95,95,95,95,95,100.5,2.3,Ghost,NA,RKS System,National Dex
773,Silvally-Grass,95,95,95,95,95,95,100.5,2.3,Grass,NA,RKS System,National Dex
773,Silvally-Ground,95,95,95,95,95,95,100.5,2.3,Ground,NA,RKS System,National Dex
773,Silvally-Ice,95,95,95,95,95,95,100.5,2.3,Ice,NA,RKS System,National Dex
773,Silvally-Poison,95,95,95,95,95,95,100.5,2.3,Poison,NA,RKS System,National Dex
773,Silvally-Psychic,95,95,95,95,95,95,100.5,2.3,Psychic,NA,RKS System,National Dex
773,Silvally-Rock,95,95,95,95,95,95,100.5,2.3,Rock,NA,RKS System,National Dex
773,Silvally-Steel,95,95,95,95,95,95,100.5,2.3,Steel,NA,RKS System,National Dex
773,Silvally-Water,95,95,95,95,95,95,100.5,2.3,Water,NA,RKS System,National Dex
777,Minior,60,100,60,100,73,96,13,0.6,Electric,Steel,Sturdy,National Dex
778,Mimikyu,55,90,80,50,105,96,0.7,0.2,Ghost,Fairy,Disguise,RU
778,Mimikyu-Totem,55,90,80,50,105,96,2.8,0.4,Ghost,Fairy,Disguise,National Dex
779,Bruxish,68,105,70,70,70,92,19,0.9,Water,Psychic,"Dazzling, Strong Jaw, Wonder Skin",NU
78,Rapidash,65,100,70,80,80,105,95,1.7,Fire,NA,"Run Away, Flash Fire, Flame Body",National Dex
78,Rapidash-Galar,65,100,70,80,80,105,80,1.7,Psychic,Fairy,"Run Away, Pastel Veil, Anticipation",National Dex
780,Drampa,78,60,85,135,91,36,185,3,Normal,Dragon,"Berserk, Sap Sipper, Cloud Nine",National Dex
781,Dhelmise,70,131,100,86,90,40,210,3.9,Ghost,Grass,Steelworker,National Dex
782,Jangmo-o,45,55,65,45,45,45,29.7,0.6,Dragon,NA,"Bulletproof, Soundproof, Overcoat",LC
784,Hakamo-o,55,75,90,65,,,,,,NA,,
785,Tapu Koko,70,115,85,95,75,130,20.5,1.8,Electric,Fairy,Electric Surge,National Dex
786,Tapu Lele,70,85,75,130,115,95,18.6,1.2,Psychic,Fairy,Psychic Surge,National Dex
787,Tapu Bulu,70,130,115,85,95,75,45.5,1.9,Grass,Fairy,Grassy Surge,National Dex
788,Tapu Fini,70,75,115,95,130,85,21.2,1.3,Water,Fairy,Misty Surge,National Dex
789,Cosmog,43,29,31,29,31,37,0.1,0.2,Psychic,NA,Unaware,National Dex
79,Slowpoke,90,65,65,40,40,15,36,1.2,Water,Psychic,"Oblivious, Own Tempo, Regenerator",LC
79,Slowpoke-Galar,90,65,65,40,40,15,36,1.2,Psychic,NA,"Gluttony, Own Tempo, Regenerator",LC
790,Cosmoem,43,29,131,29,131,37,999.9,0.1,Psychic,NA,Sturdy,National Dex
791,Solgaleo,137,137,107,113,89,97,230,3.4,Psychic,Steel,Full Metal Body,National Dex
792,Lunala,137,113,89,137,107,97,120,4,Psychic,Ghost,Shadow Shield,National Dex
793,Nihilego,109,53,47,127,131,103,55.5,1.2,Rock,Poison,Beast Boost,National Dex
794,Buzzwole,107,139,139,53,53,79,333.6,2.4,Bug,Fighting,Beast Boost,National Dex
795,Pheromosa,71,137,37,137,37,151,25,1.8,Bug,Fighting,Beast Boost,National Dex
796,Xurkitree,83,89,71,173,71,83,100,3.8,Electric,NA,Beast Boost,National Dex
797,Celesteela,97,101,103,107,101,61,999.9,9.2,Steel,Flying,Beast Boost,National Dex
798,Kartana,59,181,131,59,31,109,0.1,0.3,Grass,Steel,Beast Boost,National Dex
799,Guzzlord,223,101,53,97,53,43,888,5.5,Dark,Dragon,Beast Boost,National Dex
8,Wartortle,59,63,80,65,80,58,22.5,1,Water,NA,"Torrent, Rain Dish",National Dex
80,Slowbro,95,75,110,100,80,30,78.5,1.6,Water,Psychic,"Oblivious, Own Tempo, Regenerator",RU
80,Slowbro-Galar,95,100,95,100,70,30,70.5,1.6,Poison,Psychic,"Quick Draw, Own Tempo, Regenerator",NUBL
800,Necrozma,97,107,101,127,89,79,230,2.4,Psychic,NA,Prism Armor,National Dex
800,Necrozma-Dawn Wings,97,113,109,157,127,77,350,4.2,Psychic,Ghost,Prism Armor,National Dex
800,Necrozma-Dusk Mane,97,157,127,113,109,77,460,3.8,Psychic,Steel,Prism Armor,National Dex
801,Magearna,80,95,115,130,115,65,80.5,1,Steel,Fairy,Soul-Heart,Uber
801,Magearna-Original,80,95,115,130,115,65,80.5,1,Steel,Fairy,Soul-Heart,Uber
802,Marshadow,90,125,80,90,90,125,22.2,0.7,Fighting,Ghost,Technician,National Dex
803,Poipole,67,73,67,73,67,73,1.8,0.6,Poison,NA,Beast Boost,National Dex
804,Naganadel,73,73,73,127,73,121,150,3.6,Poison,Dragon,Beast Boost,National Dex
805,Stakataka,61,131,211,53,101,13,820,5.5,Rock,Steel,Beast Boost,National Dex
806,Blacephalon,53,127,53,151,79,107,13,1.8,Fire,Ghost,Beast Boost,National Dex
807,Zeraora,88,112,75,102,80,143,44.5,1.5,Electric,NA,Volt Absorb,National Dex
808,Meltan,46,65,65,55,35,34,8,0.2,Steel,NA,Magnet Pull,National Dex
809,Melmetal,135,143,143,80,65,34,800,2.5,Steel,NA,Iron Fist,National Dex
81,Magnemite,25,35,70,95,55,45,6,0.3,Electric,Steel,"Magnet Pull, Sturdy, Analytic",LC
810,Grookey,50,65,50,40,40,65,5,0.3,Grass,NA,"Overgrow, Grassy Surge",LC
811,Thwackey,70,85,70,55,60,80,14,0.7,Grass,NA,"Overgrow, Grassy Surge",PU
812,Rillaboom,100,125,90,60,70,85,90,2.1,Grass,NA,"Overgrow, Grassy Surge",OU
813,Scorbunny,50,71,40,40,40,69,4.5,0.3,Fire,NA,"Blaze, Libero",LC
814,Raboot,65,86,60,55,60,94,9,0.6,Fire,NA,"Blaze, Libero",NFE
815,Cinderace,80,116,75,65,75,119,33,1.4,Fire,NA,"Blaze, Libero",OU
816,Sobble,50,40,40,70,40,70,4,0.3,Water,NA,"Torrent, Sniper",LC
817,Drizzile,65,60,55,95,55,90,11.5,0.7,Water,NA,"Torrent, Sniper",NFE
818,Inteleon,70,85,65,125,65,120,45.2,1.9,Water,NA,"Torrent, Sniper",NUBL
819,Skwovet,70,55,55,35,35,25,2.5,0.3,Normal,NA,"Cheek Pouch, Gluttony",LC
821,Rookidee,38,47,35,33,35,57,1.8,0.2,Flying,NA,"Keen Eye, Unnerve, Big Pecks",LC
822,Corvisquire,68,67,55,43,55,77,16,0.8,Flying,NA,"Keen Eye, Unnerve, Big Pecks",NFE
823,Corviknight,98,87,105,53,85,67,75,2.2,Flying,Steel,"Pressure, Unnerve, Mirror Armor",OU
824,Blipbug,25,20,20,25,45,45,8,0.4,Bug,NA,"Swarm, Compound Eyes, Telepathy",National Dex
825,Dottler,50,35,80,50,90,30,19.5,0.4,Bug,Psychic,"Swarm, Compound Eyes, Telepathy",National Dex
826,Orbeetle,60,45,110,80,120,90,40.8,0.4,Bug,Psychic,"Swarm, Frisk, Telepathy",National Dex
827,Nickit,40,28,28,47,52,50,8.9,0.6,Dark,NA,"Run Away, Unburden, Stakeout",National Dex
828,Thievul,70,58,58,87,92,90,19.9,1.2,Dark,NA,"Run Away, Unburden, Stakeout",National Dex
829,Gossifleur,40,40,60,40,60,10,2.2,0.4,Grass,NA,"Cotton Down, Regenerator, Effect Spore",National Dex
83,Farfetch'd,52,90,55,58,62,60,15,0.8,Normal,Flying,"Keen Eye, Inner Focus, Defiant",National Dex
83,Farfetch'd-Galar,52,95,55,58,62,55,42,0.8,Fighting,NA,"Steadfast, Scrappy",National Dex
830,Eldegoss,60,50,90,80,120,60,2.5,0.5,Grass,NA,"Cotton Down, Regenerator, Effect Spore",National Dex
831,Wooloo,42,40,55,40,45,48,6,0.6,Normal,NA,"Fluffy, Run Away, Bulletproof",National Dex
832,Dubwool,72,80,100,60,90,88,43,1.3,Normal,NA,"Fluffy, Steadfast, Bulletproof",National Dex
833,Chewtle,50,64,50,38,38,44,8.5,0.3,Water,NA,"Strong Jaw, Shell Armor, Swift Swim",LC
834,Drednaw,90,115,90,48,68,74,115.5,1,Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",NUBL
835,Yamper,59,45,50,40,50,26,13.5,0.3,Electric,NA,"Ball Fetch, Rattled",National Dex
836,Boltund,69,90,60,90,60,121,34,1,Electric,NA,"Strong Jaw, Competitive",National Dex
837,Rolycoly,30,40,50,40,50,30,12,0.3,Rock,NA,"Steam Engine, Heatproof, Flash Fire",LC
838,Carkol,80,60,90,60,70,50,78,1.1,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",NFE
839,Coalossal,110,80,120,80,90,30,310.5,2.8,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",NU
84,Doduo,35,85,45,35,35,75,39.2,1.4,Normal,Flying,"Run Away, Early Bird, Tangled Feet",National Dex
840,Applin,40,40,80,40,40,20,0.5,0.2,Grass,Dragon,"Ripen, Gluttony, Bulletproof",LC
841,Flapple,70,110,80,95,60,70,1,0.3,Grass,Dragon,"Ripen, Gluttony, Hustle",Untiered
842,Appletun,110,85,80,100,80,30,13,0.4,Grass,Dragon,"Ripen, Gluttony, Thick Fat",PU
843,Silicobra,52,57,75,35,50,46,7.6,2.2,Ground,NA,"Sand Spit, Shed Skin, Sand Veil",LC
844,Sandaconda,72,107,125,65,70,71,65.5,3.8,Ground,NA,"Sand Spit, Shed Skin, Sand Veil",NU
845,Cramorant,70,85,55,85,95,85,18,0.8,Flying,Water,Gulp Missile,PU
846,Arrokuda,41,63,40,40,30,66,1,0.5,Water,NA,"Swift Swim, Propeller Tail",LC
847,Barraskewda,61,123,60,60,50,136,30,1.3,Water,NA,"Swift Swim, Propeller Tail",RU
848,Toxel,40,38,35,54,35,40,11,0.4,Electric,Poison,"Rattled, Static, Klutz",LC
849,Toxtricity,75,98,70,114,70,75,40,1.6,Electric,Poison,"Punk Rock, Plus, Technician",NUBL
849,Toxtricity-Low-Key,75,98,70,114,70,75,40,1.6,Electric,Poison,"Punk Rock, Minus, Technician",NUBL
85,Dodrio,60,110,70,60,60,110,85.2,1.8,Normal,Flying,"Run Away, Early Bird, Tangled Feet",National Dex
850,Sizzlipede,50,65,45,50,50,45,1,0.7,Fire,Bug,"Flash Fire, White Smoke, Flame Body",National Dex
851,Centiskorch,100,115,65,90,90,65,120,3,Fire,Bug,"Flash Fire, White Smoke, Flame Body",National Dex
852,Clobbopus,50,68,60,50,50,32,4,0.6,Fighting,NA,"Limber, Technician",National Dex
853,Grapploct,80,118,90,70,80,42,39,1.6,Fighting,NA,"Limber, Technician",National Dex
854,Sinistea,40,45,45,74,54,50,0.2,0.1,Ghost,NA,"Weak Armor, Cursed Body",LC
854,Sinistea-Antique,40,45,45,74,54,50,0.2,0.1,Ghost,NA,"Weak Armor, Cursed Body",LC
855,Polteageist,60,65,65,134,114,70,0.4,0.2,Ghost,NA,"Weak Armor, Cursed Body",RUBL
855,Polteageist-Antique,60,65,65,134,114,70,0.4,0.2,Ghost,NA,"Weak Armor, Cursed Body",RUBL
856,Hatenna,42,30,45,56,53,39,3.4,0.4,Psychic,NA,"Healer, Anticipation, Magic Bounce",LC
857,Hattrem,57,40,65,86,73,49,4.8,0.6,Psychic,NA,"Healer, Anticipation, Magic Bounce",PU
858,Hatterene,57,90,95,136,103,29,5.1,2.1,Psychic,Fairy,"Healer, Anticipation, Magic Bounce",OU
859,Impidimp,45,45,30,55,40,50,5.5,0.4,Dark,Fairy,"Prankster, Frisk, Pickpocket",LC
86,Seel,65,45,55,45,70,45,90,1.1,Water,NA,"Thick Fat, Hydration, Ice Body",National Dex
860,Morgrem,65,60,45,75,55,70,12.5,0.8,Dark,Fairy,"Prankster, Frisk, Pickpocket",NFE
861,Grimmsnarl,95,120,65,95,75,60,61,1.5,Dark,Fairy,"Prankster, Frisk, Pickpocket",UU
862,Obstagoon,93,90,101,60,81,95,46,1.6,Dark,Normal,"Reckless, Guts, Defiant",National Dex
863,Perrserker,70,110,100,50,60,50,28,0.8,Steel,NA,"Battle Armor, Tough Claws, Steely Spirit",PU
864,Cursola,60,95,50,145,130,30,0.4,1,Ghost,NA,"Weak Armor, Perish Body",National Dex
